movieId,title,genre,year,clean_title
2077,"Journey of Natty Gann, The (1985)",Adventure,1985,"Journey of Natty Gann, The"
2077,"Journey of Natty Gann, The (1985)",Children,1985,"Journey of Natty Gann, The"
112995,Sorrow and Joy (Sorg og glæde) (2013),Drama,2013,Sorrow and Joy (Sorg og glæde)
216394,Desire (1937),Comedy,1937,Desire
3442,Band of the Hand (1986),Action,1986,Band of the Hand
3442,Band of the Hand (1986),Crime,1986,Band of the Hand
3442,Band of the Hand (1986),Drama,1986,Band of the Hand
178839,Crooked House (2017),Mystery,2017,Crooked House
183823,09:06 (2009),Drama,2009,09:06
183823,09:06 (2009),Thriller,2009,09:06
120224,Fools for Scandal (1938),Comedy,1938,Fools for Scandal
120224,Fools for Scandal (1938),Romance,1938,Fools for Scandal
166548,Dvadtsat shest dney iz zhizni Dostoevskogo,NA,NA,Dvadtsat shest dney iz zhizni Dostoevskogo
171933,Shark Killer (2015),Action,2015,Shark Killer
165357,The Telephone Book (1971),Comedy,1971,The Telephone Book
165357,The Telephone Book (1971),Drama,1971,The Telephone Book
165357,The Telephone Book (1971),Romance,1971,The Telephone Book
206753,American Exorcist (2017),Horror,2017,American Exorcist
250828,The Vanishing Lion (2003),Fantasy,2003,The Vanishing Lion
250828,The Vanishing Lion (2003),Romance,2003,The Vanishing Lion
202639,How to Rip Whale Tooth (1977),Children,1977,How to Rip Whale Tooth
202639,How to Rip Whale Tooth (1977),Comedy,1977,How to Rip Whale Tooth
164135,Bangkok Traffic Love Story (2009),Comedy,2009,Bangkok Traffic Love Story
164135,Bangkok Traffic Love Story (2009),Romance,2009,Bangkok Traffic Love Story
275093,Cypress Hill: Insane in the Brain (2022),Documentary,2022,Cypress Hill: Insane in the Brain
232897,Deadly Embrace (1989),Drama,1989,Deadly Embrace
232897,Deadly Embrace (1989),Thriller,1989,Deadly Embrace
66051,"Badlanders, The (1958)",Romance,1958,"Badlanders, The"
66051,"Badlanders, The (1958)",Western,1958,"Badlanders, The"
127174,What is This Film Called Love? (2012),Documentary,2012,What is This Film Called Love?
2941,South Pacific (1958),Musical,1958,South Pacific
2941,South Pacific (1958),Romance,1958,South Pacific
2941,South Pacific (1958),War,1958,South Pacific
172921,Zombie vs. Ninja (1989),Action,1989,Zombie vs. Ninja
172921,Zombie vs. Ninja (1989),Comedy,1989,Zombie vs. Ninja
172921,Zombie vs. Ninja (1989),Horror,1989,Zombie vs. Ninja
209983,Christmas in Homestead (2016),Romance,2016,Christmas in Homestead
142460,Cut Snake (2015),NA,2015,Cut Snake
102604,"Jeffrey Dahmer Files, The (2012)",Crime,2012,"Jeffrey Dahmer Files, The"
102604,"Jeffrey Dahmer Files, The (2012)",Documentary,2012,"Jeffrey Dahmer Files, The"
115715,Learning to Ride (2014),Drama,2014,Learning to Ride
115715,Learning to Ride (2014),Romance,2014,Learning to Ride
230877,You've Been Trumped Too (2016),Documentary,2016,You've Been Trumped Too
283735,Ivalu (2022),Drama,2022,Ivalu
7484,Gimme Shelter (1970),Documentary,1970,Gimme Shelter
270918,Silence Has No Wings (1966),Drama,1966,Silence Has No Wings
202103,I Am Mother (2019),Sci-Fi,2019,I Am Mother
202103,I Am Mother (2019),Thriller,2019,I Am Mother
103483,V/H/S/2 (2013),Horror,2013,V/H/S/2
103483,V/H/S/2 (2013),Thriller,2013,V/H/S/2
122791,Duchess and the Dirtwater Fox (1976),Comedy,1976,Duchess and the Dirtwater Fox
122791,Duchess and the Dirtwater Fox (1976),Western,1976,Duchess and the Dirtwater Fox
99659,"Sea of Grass, The (1947)",Drama,1947,"Sea of Grass, The"
99659,"Sea of Grass, The (1947)",Western,1947,"Sea of Grass, The"
256625,Hangover in Death Valley (2018),NA,2018,Hangover in Death Valley
137062,Naruto Shippuden the Movie: Road to Ninja (2012),Action,2012,Naruto Shippuden the Movie: Road to Ninja
137062,Naruto Shippuden the Movie: Road to Ninja (2012),Adventure,2012,Naruto Shippuden the Movie: Road to Ninja
137062,Naruto Shippuden the Movie: Road to Ninja (2012),Animation,2012,Naruto Shippuden the Movie: Road to Ninja
137062,Naruto Shippuden the Movie: Road to Ninja (2012),Fantasy,2012,Naruto Shippuden the Movie: Road to Ninja
189671,Big Red (1962),Action,1962,Big Red
189671,Big Red (1962),Adventure,1962,Big Red
189671,Big Red (1962),Children,1962,Big Red
189671,Big Red (1962),Drama,1962,Big Red
173537,977 (2006),Drama,2006,977
173537,977 (2006),Sci-Fi,2006,977
153863,O Diabo a Quatro (2005),Children,2005,O Diabo a Quatro
153863,O Diabo a Quatro (2005),Drama,2005,O Diabo a Quatro
201486,Family (2018),Comedy,2018,Family
203827,Getting Over (2018),Documentary,2018,Getting Over
213111,Dragon Quest: Your Story (2019),Action,2019,Dragon Quest: Your Story
213111,Dragon Quest: Your Story (2019),Adventure,2019,Dragon Quest: Your Story
213111,Dragon Quest: Your Story (2019),Animation,2019,Dragon Quest: Your Story
213111,Dragon Quest: Your Story (2019),Children,2019,Dragon Quest: Your Story
213111,Dragon Quest: Your Story (2019),Comedy,2019,Dragon Quest: Your Story
213111,Dragon Quest: Your Story (2019),Fantasy,2019,Dragon Quest: Your Story
176123,Two in One (2007),NA,2007,Two in One
141958,A Little Thing Called Love (2010),Comedy,2010,A Little Thing Called Love
141958,A Little Thing Called Love (2010),Romance,2010,A Little Thing Called Love
4104,Ernest Goes to Camp (1987),Comedy,1987,Ernest Goes to Camp
279092,Low Life (2022),Crime,2022,Low Life
279092,Low Life (2022),Drama,2022,Low Life
279092,Low Life (2022),Thriller,2022,Low Life
195895,Alarm (2009),Animation,2009,Alarm
130532,I giorni contati (1963),NA,1963,I giorni contati
133701,Anthrax (2001),NA,2001,Anthrax
174085,Fast and Furry-Ous (1949),Animation,1949,Fast and Furry-Ous
174085,Fast and Furry-Ous (1949),Children,1949,Fast and Furry-Ous
174085,Fast and Furry-Ous (1949),Comedy,1949,Fast and Furry-Ous
274533,"Love, Classified (2022)",Comedy,2022,"Love, Classified"
274533,"Love, Classified (2022)",Romance,2022,"Love, Classified"
79109,Captains of the Clouds (1942),Action,1942,Captains of the Clouds
79109,Captains of the Clouds (1942),Drama,1942,Captains of the Clouds
79109,Captains of the Clouds (1942),War,1942,Captains of the Clouds
205042,The Blue Years (2017),NA,2017,The Blue Years
89104,Puzzlehead (2005),Drama,2005,Puzzlehead
89104,Puzzlehead (2005),Sci-Fi,2005,Puzzlehead
202753,The Big Apartment (2006),Comedy,2006,The Big Apartment
136078,The Boom (1963),Comedy,1963,The Boom
187537,Sensitivity Training (2016),Comedy,2016,Sensitivity Training
158159,The Nostalgist (2014),Action,2014,The Nostalgist
158159,The Nostalgist (2014),Adventure,2014,The Nostalgist
158159,The Nostalgist (2014),Fantasy,2014,The Nostalgist
158159,The Nostalgist (2014),Sci-Fi,2014,The Nostalgist
127258,The Passerby (1982),Drama,1982,The Passerby
141670,Shield of Straw (2013),Thriller,2013,Shield of Straw
289911,Sunday Afternoon (1999),Comedy,1999,Sunday Afternoon
88140,Captain America: The First Avenger (2011),Action,2011,Captain America: The First Avenger
88140,Captain America: The First Avenger (2011),Adventure,2011,Captain America: The First Avenger
88140,Captain America: The First Avenger (2011),Sci-Fi,2011,Captain America: The First Avenger
88140,Captain America: The First Avenger (2011),Thriller,2011,Captain America: The First Avenger
88140,Captain America: The First Avenger (2011),War,2011,Captain America: The First Avenger
289839,My Name Is Alfred Hitchcock (2023),Documentary,2023,My Name Is Alfred Hitchcock
158619,The Faith of Anna Waters (2016),Drama,2016,The Faith of Anna Waters
158619,The Faith of Anna Waters (2016),Horror,2016,The Faith of Anna Waters
158619,The Faith of Anna Waters (2016),Mystery,2016,The Faith of Anna Waters
158619,The Faith of Anna Waters (2016),Thriller,2016,The Faith of Anna Waters
167010,The Cannibal Man (1973),Drama,1973,The Cannibal Man
167010,The Cannibal Man (1973),Horror,1973,The Cannibal Man
167010,The Cannibal Man (1973),Thriller,1973,The Cannibal Man
189081,Le repas des fauves (1964),Drama,1964,Le repas des fauves
145200,Pluto's Judgement Day (1935),Animation,1935,Pluto's Judgement Day
234669,Mesa of Lost Women (1953),Horror,1953,Mesa of Lost Women
234669,Mesa of Lost Women (1953),Sci-Fi,1953,Mesa of Lost Women
131437,Moby Dick (2011),Action,2011,Moby Dick
131437,Moby Dick (2011),Horror,2011,Moby Dick
131437,Moby Dick (2011),Thriller,2011,Moby Dick
139817,Doors Open (2012),Crime,2012,Doors Open
139817,Doors Open (2012),Drama,2012,Doors Open
3989,One Day in September (1999),Documentary,1999,One Day in September
187237,The Broken Land (1962),Western,1962,The Broken Land
266552,The Great Yokai War (1968),Horror,1968,The Great Yokai War
27604,Suicide Club (Jisatsu saakuru) (2001),Horror,2001,Suicide Club (Jisatsu saakuru)
27604,Suicide Club (Jisatsu saakuru) (2001),Mystery,2001,Suicide Club (Jisatsu saakuru)
27604,Suicide Club (Jisatsu saakuru) (2001),Thriller,2001,Suicide Club (Jisatsu saakuru)
187577,The Death & Life of John F. Donovan,Drama,NA,The Death & Life of John F. Donovan
121967,Tender Scoundrel (1966),Comedy,1966,Tender Scoundrel
121967,Tender Scoundrel (1966),Crime,1966,Tender Scoundrel
282321,Ode to Joy (2006),Drama,2006,Ode to Joy
171243,Malibu Express (1985),Action,1985,Malibu Express
171243,Malibu Express (1985),Adventure,1985,Malibu Express
171243,Malibu Express (1985),Comedy,1985,Malibu Express
171243,Malibu Express (1985),Crime,1985,Malibu Express
206254,Fly Colt Fly (2014),NA,2014,Fly Colt Fly
241670,Driven to Abstraction (2020),NA,2020,Driven to Abstraction
27724,Hitler: The Rise of Evil (2003),Drama,2003,Hitler: The Rise of Evil
78698,Mercy Streets (2000),Action,2000,Mercy Streets
78698,Mercy Streets (2000),Crime,2000,Mercy Streets
78698,Mercy Streets (2000),Drama,2000,Mercy Streets
95223,4.3.2.1 (2010),Crime,2010,4.3.2.1
95223,4.3.2.1 (2010),Thriller,2010,4.3.2.1
197929,Histoire(s) du Cinéma: A New Wave (1998),Documentary,1998,Histoire(s) du Cinéma: A New Wave
26496,One Deadly Summer (L'été meurtrier) (1983),Comedy,1983,One Deadly Summer (L'été meurtrier)
26496,One Deadly Summer (L'été meurtrier) (1983),Drama,1983,One Deadly Summer (L'été meurtrier)
26496,One Deadly Summer (L'été meurtrier) (1983),Mystery,1983,One Deadly Summer (L'été meurtrier)
228939,Dudes! (2001),Comedy,2001,Dudes!
223486,Stage Mother (2020),Comedy,2020,Stage Mother
223486,Stage Mother (2020),Drama,2020,Stage Mother
141145,A Ticket to Tomahawk (1950),Comedy,1950,A Ticket to Tomahawk
141145,A Ticket to Tomahawk (1950),Western,1950,A Ticket to Tomahawk
194678,Taste of Cement (2017),NA,2017,Taste of Cement
289749,The Arc of Oblivion (2023),Documentary,2023,The Arc of Oblivion
286553,Murder in the Front Row: The San Francisco Bay Area Thrash Metal Story (2019),Documentary,2019,Murder in the Front Row: The San Francisco Bay Area Thrash Metal Story
190055,Love Struck (2014),Comedy,2014,Love Struck
190055,Love Struck (2014),Drama,2014,Love Struck
190055,Love Struck (2014),Romance,2014,Love Struck
234536,Meander (2020),Drama,2020,Meander
234536,Meander (2020),Horror,2020,Meander
234536,Meander (2020),Sci-Fi,2020,Meander
167950,Bloodfist 2050 (2005),Action,2005,Bloodfist 2050
202976,Remember My Story - ReMoved Part 2 (2015),NA,2015,Remember My Story - ReMoved Part 2
113466,Far Out Isn't Far Enough: The Tomi Ungerer Story (2012),Documentary,2012,Far Out Isn't Far Enough: The Tomi Ungerer Story
207399,Metamorphosis (2018),Documentary,2018,Metamorphosis
79191,Roadracers (1994),Drama,1994,Roadracers
116030,Children of the Corn 666: Isaac's Return (1999),Horror,1999,Children of the Corn 666: Isaac's Return
116030,Children of the Corn 666: Isaac's Return (1999),Mystery,1999,Children of the Corn 666: Isaac's Return
166717,Wolfskinder (2013),Drama,2013,Wolfskinder
166717,Wolfskinder (2013),War,2013,Wolfskinder
91391,HealtH (1980),Comedy,1980,HealtH
120266,Framed (1947),Crime,1947,Framed
120266,Framed (1947),Drama,1947,Framed
120266,Framed (1947),Film-Noir,1947,Framed
81147,Barefoot Gen 2 (Hadashi no Gen II) (1986),Animation,1986,Barefoot Gen 2 (Hadashi no Gen II)
81147,Barefoot Gen 2 (Hadashi no Gen II) (1986),Drama,1986,Barefoot Gen 2 (Hadashi no Gen II)
81147,Barefoot Gen 2 (Hadashi no Gen II) (1986),War,1986,Barefoot Gen 2 (Hadashi no Gen II)
196957,Stronger Than The World: The Story of José Aldo (2016),Drama,2016,Stronger Than The World: The Story of José Aldo
6173,Into the West (1992),Adventure,1992,Into the West
6173,Into the West (1992),Children,1992,Into the West
133757,The Happening (1967),Comedy,1967,The Happening
288441,Surrounded (2023),Action,2023,Surrounded
288441,Surrounded (2023),Drama,2023,Surrounded
288441,Surrounded (2023),Western,2023,Surrounded
71888,See You in the Morning (1989),Drama,1989,See You in the Morning
71888,See You in the Morning (1989),Romance,1989,See You in the Morning
153512,Riuscirà l'avvocato Franco Benenato a sconfiggere il suo acerrimo nemico il pretore Ciccio De Ingras? (1971),Comedy,1971,Riuscirà l'avvocato Franco Benenato a sconfiggere il suo acerrimo nemico il pretore Ciccio De Ingras?
86593,African Cats (2011),Adventure,2011,African Cats
86593,African Cats (2011),Documentary,2011,African Cats
74332,Me and Him (Ich und Er) (1988),Comedy,1988,Me and Him (Ich und Er)
205873,Cinderella (1922),Animation,1922,Cinderella
205873,Cinderella (1922),Children,1922,Cinderella
205873,Cinderella (1922),Fantasy,1922,Cinderella
175223,Encounter with Fritz Lang (1964),Documentary,1964,Encounter with Fritz Lang
280198,Shtemp (1991),Action,1991,Shtemp
269982,Annie (1989),NA,1989,Annie
115611,Felix the Cat: The Movie (1988),Adventure,1988,Felix the Cat: The Movie
115611,Felix the Cat: The Movie (1988),Animation,1988,Felix the Cat: The Movie
115611,Felix the Cat: The Movie (1988),Children,1988,Felix the Cat: The Movie
115611,Felix the Cat: The Movie (1988),Fantasy,1988,Felix the Cat: The Movie
115611,Felix the Cat: The Movie (1988),Musical,1988,Felix the Cat: The Movie
115611,Felix the Cat: The Movie (1988),Sci-Fi,1988,Felix the Cat: The Movie
263757,Zero to Hero (2021),Drama,2021,Zero to Hero
213748,Victor (2009),Comedy,2009,Victor
8382,Hello Again (1987),Comedy,1987,Hello Again
208973,The Falklands War: The Untold Story,NA,NA,The Falklands War: The Untold Story
195651,Balançoires (1896),Documentary,1896,Balançoires
148198,Eagles Over London (1969),Action,1969,Eagles Over London
148198,Eagles Over London (1969),Drama,1969,Eagles Over London
85538,That Evening Sun (2009),Drama,2009,That Evening Sun
233705,Truth or Dare (1997),Children,1997,Truth or Dare
233705,Truth or Dare (1997),Drama,1997,Truth or Dare
6436,This Boy's Life (1993),Drama,1993,This Boy's Life
30952,Last Train from Gun Hill (1959),Drama,1959,Last Train from Gun Hill
30952,Last Train from Gun Hill (1959),Western,1959,Last Train from Gun Hill
179897,The Little Match Girl (1928),Drama,1928,The Little Match Girl
179897,The Little Match Girl (1928),Fantasy,1928,The Little Match Girl
96283,Diary of a Wimpy Kid: Dog Days (2012),Children,2012,Diary of a Wimpy Kid: Dog Days
96283,Diary of a Wimpy Kid: Dog Days (2012),Comedy,2012,Diary of a Wimpy Kid: Dog Days
130071,Nymph (2014),Fantasy,2014,Nymph
130071,Nymph (2014),Horror,2014,Nymph
80617,Cats & Dogs: The Revenge of Kitty Galore (2010),Action,2010,Cats & Dogs: The Revenge of Kitty Galore
80617,Cats & Dogs: The Revenge of Kitty Galore (2010),Children,2010,Cats & Dogs: The Revenge of Kitty Galore
80617,Cats & Dogs: The Revenge of Kitty Galore (2010),Comedy,2010,Cats & Dogs: The Revenge of Kitty Galore
101962,Wolf Children (Okami kodomo no ame to yuki) (2012),Animation,2012,Wolf Children (Okami kodomo no ame to yuki)
101962,Wolf Children (Okami kodomo no ame to yuki) (2012),Fantasy,2012,Wolf Children (Okami kodomo no ame to yuki)
135829,Dhoom 2 (2006),Action,2006,Dhoom 2
135829,Dhoom 2 (2006),Crime,2006,Dhoom 2
135829,Dhoom 2 (2006),Drama,2006,Dhoom 2
135829,Dhoom 2 (2006),Thriller,2006,Dhoom 2
223696,It's Still Your Bed (2019),Drama,2019,It's Still Your Bed
223696,It's Still Your Bed (2019),Romance,2019,It's Still Your Bed
137072,Born Bad (2011),Drama,2011,Born Bad
137072,Born Bad (2011),Thriller,2011,Born Bad
144800,City Beneath the Sea (1953),Action,1953,City Beneath the Sea
144800,City Beneath the Sea (1953),Adventure,1953,City Beneath the Sea
121326,The Blood of Fu Manchu (1968),Adventure,1968,The Blood of Fu Manchu
121326,The Blood of Fu Manchu (1968),Crime,1968,The Blood of Fu Manchu
121326,The Blood of Fu Manchu (1968),Horror,1968,The Blood of Fu Manchu
229699,Fireball: Visitors From Darker Worlds (2020),Documentary,2020,Fireball: Visitors From Darker Worlds
265510,The Downfall of Santa Claus (2018),Animation,2018,The Downfall of Santa Claus
188765,Polish Legends: Operacja Bazyliszek (2016),Sci-Fi,2016,Polish Legends: Operacja Bazyliszek
275325,Yamabuki (2022),Drama,2022,Yamabuki
222723,Winnetou: The Secret of the Silver Lake (2016),Adventure,2016,Winnetou: The Secret of the Silver Lake
222723,Winnetou: The Secret of the Silver Lake (2016),Western,2016,Winnetou: The Secret of the Silver Lake
278192,Queen of Glory (2022),Comedy,2022,Queen of Glory
278192,Queen of Glory (2022),Drama,2022,Queen of Glory
269440,Incoherence (1994),Comedy,1994,Incoherence
269440,Incoherence (1994),Drama,1994,Incoherence
173421,Texas Rising (2015),Drama,2015,Texas Rising
173421,Texas Rising (2015),Western,2015,Texas Rising
191315,Mirapakay (2011),Action,2011,Mirapakay
191315,Mirapakay (2011),Drama,2011,Mirapakay
191315,Mirapakay (2011),Romance,2011,Mirapakay
95875,Total Recall (2012),Action,2012,Total Recall
95875,Total Recall (2012),Sci-Fi,2012,Total Recall
95875,Total Recall (2012),Thriller,2012,Total Recall
206054,Baby Wants a Bottleship (1942),Animation,1942,Baby Wants a Bottleship
134831,Paranormal Whacktivity (2013),Comedy,2013,Paranormal Whacktivity
134831,Paranormal Whacktivity (2013),Horror,2013,Paranormal Whacktivity
135336,Hard Times For Vampires (1959),NA,1959,Hard Times For Vampires
202966,Torment (1986),Crime,1986,Torment
202966,Torment (1986),Horror,1986,Torment
202966,Torment (1986),Mystery,1986,Torment
202966,Torment (1986),Thriller,1986,Torment
282973,Safe Place (2022),Drama,2022,Safe Place
282973,Safe Place (2022),Thriller,2022,Safe Place
180619,Diaz: Don't Clean Up This Blood (2012),Drama,2012,Diaz: Don't Clean Up This Blood
217729,The Rolling Stones: Bridges to Babylon Tour '97-98 (1997),Documentary,1997,The Rolling Stones: Bridges to Babylon Tour '97-98
160720,Exhibit A (2007),Thriller,2007,Exhibit A
211406,Ni une ni deux (2019),Comedy,2019,Ni une ni deux
212401,Inherit the Viper (2020),Crime,2020,Inherit the Viper
212401,Inherit the Viper (2020),Drama,2020,Inherit the Viper
212401,Inherit the Viper (2020),Thriller,2020,Inherit the Viper
207648,Claire Darling (2019),Drama,2019,Claire Darling
188033,"Encore, Once More Encore! (1992)",Comedy,1992,"Encore, Once More Encore!"
188033,"Encore, Once More Encore! (1992)",Drama,1992,"Encore, Once More Encore!"
188033,"Encore, Once More Encore! (1992)",Romance,1992,"Encore, Once More Encore!"
213780,I Want You (2007),Comedy,2007,I Want You
213780,I Want You (2007),Romance,2007,I Want You
266018,These Foolish Things (2006),Comedy,2006,These Foolish Things
266018,These Foolish Things (2006),Drama,2006,These Foolish Things
266018,These Foolish Things (2006),Romance,2006,These Foolish Things
281606,Bob the Drag Queen: Live at Caroline's (2020),Comedy,2020,Bob the Drag Queen: Live at Caroline's
135807,The Invincible Armour (1977),Action,1977,The Invincible Armour
135807,The Invincible Armour (1977),Thriller,1977,The Invincible Armour
68337,Moving Midway (2007),Documentary,2007,Moving Midway
129725,A Gunfight (1971),Western,1971,A Gunfight
160384,The Millionaire (1931),NA,1931,The Millionaire
137956,Keeping Track (1987),NA,1987,Keeping Track
124302,Kermit's Swamp Years (2002),Children,2002,Kermit's Swamp Years
124302,Kermit's Swamp Years (2002),Comedy,2002,Kermit's Swamp Years
124302,Kermit's Swamp Years (2002),Fantasy,2002,Kermit's Swamp Years
222310,Fearless (2020),Animation,2020,Fearless
222310,Fearless (2020),Comedy,2020,Fearless
260767,Kampung Latah Kena Kuarantin (2021),Comedy,2021,Kampung Latah Kena Kuarantin
131932,Modern Girls (1986),Comedy,1986,Modern Girls
131932,Modern Girls (1986),Romance,1986,Modern Girls
4817,Born Romantic (2000),Comedy,2000,Born Romantic
4817,Born Romantic (2000),Drama,2000,Born Romantic
4817,Born Romantic (2000),Romance,2000,Born Romantic
128938,Signpost to Murder (1964),Crime,1964,Signpost to Murder
128938,Signpost to Murder (1964),Thriller,1964,Signpost to Murder
135663,The Voyage of Captain Fracassa (1990),NA,1990,The Voyage of Captain Fracassa
6183,Pillow Talk (1959),Comedy,1959,Pillow Talk
6183,Pillow Talk (1959),Musical,1959,Pillow Talk
6183,Pillow Talk (1959),Romance,1959,Pillow Talk
144628,Seeds of Time (2015),Documentary,2015,Seeds of Time
143367,Silence (2016),Drama,2016,Silence
143367,Silence (2016),Thriller,2016,Silence
109935,The Artist and the Model (2012),Drama,2012,The Artist and the Model
163318,Wondrous Boccaccio (2015),Comedy,2015,Wondrous Boccaccio
163318,Wondrous Boccaccio (2015),Drama,2015,Wondrous Boccaccio
170963,A Beginner's Guide to Snuff (2016),Comedy,2016,A Beginner's Guide to Snuff
170963,A Beginner's Guide to Snuff (2016),Horror,2016,A Beginner's Guide to Snuff
170963,A Beginner's Guide to Snuff (2016),Thriller,2016,A Beginner's Guide to Snuff
278432,The Fire Within: A Requiem for Katia and Maurice Krafft (2022),Documentary,2022,The Fire Within: A Requiem for Katia and Maurice Krafft
269552,The Triumph of Sherlock Holmes (1935),Crime,1935,The Triumph of Sherlock Holmes
269552,The Triumph of Sherlock Holmes (1935),Mystery,1935,The Triumph of Sherlock Holmes
269552,The Triumph of Sherlock Holmes (1935),Thriller,1935,The Triumph of Sherlock Holmes
8381,For Me and My Gal (1942),Drama,1942,For Me and My Gal
8381,For Me and My Gal (1942),Musical,1942,For Me and My Gal
8381,For Me and My Gal (1942),Romance,1942,For Me and My Gal
169138,Love & Loathing & Lulu & Ayano (2010),Drama,2010,Love & Loathing & Lulu & Ayano
287665,Tin & Tina (2023),Horror,2023,Tin & Tina
287665,Tin & Tina (2023),Mystery,2023,Tin & Tina
287665,Tin & Tina (2023),Thriller,2023,Tin & Tina
250932,Audrey's Rain (2003),Drama,2003,Audrey's Rain
282911,Elvis Gratton 2: Miracle à Memphis (1999),Comedy,1999,Elvis Gratton 2: Miracle à Memphis
137529,The Female Bunch (1971),Action,1971,The Female Bunch
137529,The Female Bunch (1971),Crime,1971,The Female Bunch
137529,The Female Bunch (1971),Drama,1971,The Female Bunch
137529,The Female Bunch (1971),Western,1971,The Female Bunch
130388,Black Field (2009),Drama,2009,Black Field
130388,Black Field (2009),Romance,2009,Black Field
290133,Commitment Phobia (2021),Comedy,2021,Commitment Phobia
290133,Commitment Phobia (2021),Romance,2021,Commitment Phobia
143984,Jet Attack (1958),Drama,1958,Jet Attack
143984,Jet Attack (1958),War,1958,Jet Attack
1938,"Lost Weekend, The (1945)",Drama,1945,"Lost Weekend, The"
175707,A German Life (2016),Documentary,2016,A German Life
183577,Bugs Bunny Nips the Nips (1944),NA,1944,Bugs Bunny Nips the Nips
157355,Frank and the Wondercat (2015),Documentary,2015,Frank and the Wondercat
235151,Modern Times: The Way of All Flesh (1997),Documentary,1997,Modern Times: The Way of All Flesh
205633,Early Winter (2015),NA,2015,Early Winter
190797,Rated 'R': Republicans in Hollywood (2004),Documentary,2004,Rated 'R': Republicans in Hollywood
216342,Three Sad Tigers (1968),Drama,1968,Three Sad Tigers
150880,Ajlawju (1999),NA,1999,Ajlawju
224146,Home by Spring (2018),Drama,2018,Home by Spring
224146,Home by Spring (2018),Romance,2018,Home by Spring
92029,Westbound (1959),Western,1959,Westbound
163112,Winnie the Pooh Goes Visiting (1971),Animation,1971,Winnie the Pooh Goes Visiting
237382,The Libertine (1968),Comedy,1968,The Libertine
237382,The Libertine (1968),Drama,1968,The Libertine
209589,Iliza Shlesinger: Unveiled (2019),Comedy,2019,Iliza Shlesinger: Unveiled
180645,His Butler's Sister (1943),NA,1943,His Butler's Sister
256601,Splatter Disco (2007),Comedy,2007,Splatter Disco
256601,Splatter Disco (2007),Horror,2007,Splatter Disco
164001,Warkop DKI Reborn: Jangkrik Boss! (2016),Comedy,2016,Warkop DKI Reborn: Jangkrik Boss!
249180,Violet Evergarden: The Movie (2020),Animation,2020,Violet Evergarden: The Movie
249180,Violet Evergarden: The Movie (2020),Drama,2020,Violet Evergarden: The Movie
249180,Violet Evergarden: The Movie (2020),Fantasy,2020,Violet Evergarden: The Movie
249180,Violet Evergarden: The Movie (2020),Romance,2020,Violet Evergarden: The Movie
142370,We Are the Freaks (2014),Comedy,2014,We Are the Freaks
213263,Above the Clouds (2018),Comedy,2018,Above the Clouds
213263,Above the Clouds (2018),Drama,2018,Above the Clouds
195719,Core of the World (2018),Drama,2018,Core of the World
185727,The silence (2015),Drama,2015,The silence
78101,Life After Tomorrow (2006),Documentary,2006,Life After Tomorrow
102672,New York: A Documentary Film (1999),Documentary,1999,New York: A Documentary Film
90947,"Oslo, August 31st (Oslo, 31. august) (2011)",Drama,2011,"Oslo, August 31st (Oslo, 31. august)"
6458,"Blue Max, The (1966)",Adventure,1966,"Blue Max, The"
6458,"Blue Max, The (1966)",Drama,1966,"Blue Max, The"
6458,"Blue Max, The (1966)",War,1966,"Blue Max, The"
287149,Moomin and Midsummer Madness (2008),Animation,2008,Moomin and Midsummer Madness
287149,Moomin and Midsummer Madness (2008),Children,2008,Moomin and Midsummer Madness
89490,Straw Dogs (2011),Thriller,2011,Straw Dogs
58033,Already Dead (2007),Action,2007,Already Dead
58033,Already Dead (2007),Fantasy,2007,Already Dead
58033,Already Dead (2007),Thriller,2007,Already Dead
242818,Blood Immortal (2019),NA,2019,Blood Immortal
93287,"Big Year, The (2011)",Comedy,2011,"Big Year, The"
142276,War Between the Planets (1966),Sci-Fi,1966,War Between the Planets
260983,Rickover: The Birth of Nuclear Power (2014),Documentary,2014,Rickover: The Birth of Nuclear Power
176201,Šíleně smutná princezna (1968),Children,1968,Šíleně smutná princezna
176201,Šíleně smutná princezna (1968),Comedy,1968,Šíleně smutná princezna
234482,Fierce (2020),Comedy,2020,Fierce
156501,Triple Trouble (1950),Action,1950,Triple Trouble
156501,Triple Trouble (1950),Comedy,1950,Triple Trouble
156501,Triple Trouble (1950),Crime,1950,Triple Trouble
156501,Triple Trouble (1950),Drama,1950,Triple Trouble
177561,Do It Like An Hombre (2017),Comedy,2017,Do It Like An Hombre
230151,Barbra: The Music ... The Mem'ries ... The Magic! (2017),Documentary,2017,Barbra: The Music ... The Mem'ries ... The Magic!
216019,Smoke Jumpers (1996),Action,1996,Smoke Jumpers
216019,Smoke Jumpers (1996),Drama,1996,Smoke Jumpers
275247,The Buddhist Fist (1980),Action,1980,The Buddhist Fist
115256,Charlie Chan in City in Darkness (1939),Drama,1939,Charlie Chan in City in Darkness
115256,Charlie Chan in City in Darkness (1939),Mystery,1939,Charlie Chan in City in Darkness
115256,Charlie Chan in City in Darkness (1939),Thriller,1939,Charlie Chan in City in Darkness
191167,Love Strikes! (2011),Comedy,2011,Love Strikes!
191167,Love Strikes! (2011),Romance,2011,Love Strikes!
109979,Blonde Inspiration (1941),Comedy,1941,Blonde Inspiration
109979,Blonde Inspiration (1941),Drama,1941,Blonde Inspiration
